native	replica_exchange
-1.7685505101559225	-1.7167432159058427
-1.6357161167226826	-1.7867356995053238
-1.8083744675772675	-1.506346515495705
-2.104205345448067	-1.5720048203212014
-1.4792723475975345	-1.8707919894258134
-2.011972687058002	-1.9244171913018828
-1.7177704343507607	-1.8626322361713887
-1.8007445384491627	-1.8564092747205403
-1.5855929657678502	-1.9694989785811896
-1.6906688451804546	-1.725690037608121
-1.8378325900868915	-1.6792720560954537
-1.8554836340832257	-1.538273239460325
-1.8819128565195775	-1.9651429951585984
-1.8378726588255978	-1.7933727929112588
-1.7062037950938176	-1.8783869399094746
-1.8162568490381887	-1.2197125113272982
-1.916213717933776	-1.6080189488577985
-1.622260829703392	-1.7749050105529418
-1.8662158089556082	-1.6913925038266182
-1.9923797833099928	-1.6909605247749533
-1.5316312368882519	-1.720819353785114
-1.5170707148325637	-1.4717698817676386
-1.9112106673006215	-1.6585174265437042
-1.9589338471807942	-1.676559413662151
-1.6655672311665932	-1.1937100368283335
-1.854117283509045	-1.889153748835989
-1.6329567903554723	-1.9800637221278055
-1.6989652692292774	-1.2974947348714518
-1.5890974003232772	-1.794741342394583
-1.8790413520824014	-1.729667249587048
-1.9374023284690753	-1.3953007284924852
-1.988305920432654	-1.870089139607741
-1.700741588691366	-1.4740049782472595
-1.701745278180033	-1.4668395319862255
-2.009247847711355	-1.5776592363686213
-1.6711340002847503	-1.7056976748547972
-1.8691866723548638	-1.9204093246058573
-1.3557141600912774	-1.849067626229251
-1.580043047392402	-2.0269478595018993
-1.652063885989522	-1.8968417310339152
-1.5217960795399315	-1.9927312114726243
-1.6295708743210835	-1.8484443500165721
-1.611957174600927	-1.5973997725003637
-1.7240042053350109	-1.380621077431605
-1.8379866602528583	-1.6169053165403966
-1.611288117661619	-1.7966177693204433
-1.7000608837473081	-1.7722561295322268
-1.4900615732137392	-1.897487170025562
-1.861587543444405	-1.8295176577769257
-1.8385491865423855	-1.720568013860852
-1.7010090320917832	-1.7501144109840319
-1.5410422148934513	-1.6240202190694222
-1.593320033551065	-1.4561406235723835
-1.8324079642780935	-1.8196665637408558
-1.5863202964032488	-1.7104408628109846
-1.615259105078449	-1.8260715233342133
-1.7915316888281003	-1.8186027975865873
-1.8302347343455512	-1.9551866705233414
-1.7457426134822855	-1.8237237953071967
-1.5415143245340364	-2.060978276229498
-1.5814634554237963	-1.6591733059721212
-1.7712321191001978	-1.9343984072515608
-1.6871180544342999	-1.7196659518724935
-1.9078956684983246	-1.4466532455522862
-1.760514755275094	-1.7774864308738867
-1.5704742313908193	-1.9524611210347618
-1.6210353110571463	-1.7432159657921253
-1.8146778210621304	-1.6124524667506104
-1.7939011237123932	-1.4271665945741363
-1.86155461233467	-2.2988424487349395
-1.7745849596768044	-1.724856434517281
-1.537145884726869	-1.4878977436484722
