x_T	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10
6.949999992837492	0.0	0.0	-8.939056445334039	-18.228947096068232	-28.781159611611557	-38.04617754487843	-47.64463338662767	-58.11743242864884	-67.92776248269871	-76.90035315097133
7.049999992734433	0.0	0.0	-8.267448958304849	-17.492480879024022	-28.102993862152804	-37.4904757308814	-47.0197787953424	-57.47121433094627	-67.2645521399814	-76.12405762450054
7.1499999926313755	0.0	0.0	-7.599401333415815	-16.900587388691573	-27.409237544119094	-36.81415737028473	-46.35645982340424	-56.79386433092976	-66.61445928537631	-75.58234585750378
7.249999992528318	0.0	0.0	-7.066466970136958	-16.35126525303115	-26.78755516213664	-36.12707999249365	-45.63870944032783	-56.084579421534166	-65.91555004323112	-74.804168850532
7.349999992425261	0.0	0.0	-6.049733455231958	-15.66820205273579	-26.070311060199003	-35.42743216338338	-45.000538888934614	-55.39789917358407	-65.24481637463181	-74.16065144880808
7.449999992322203	0.0	0.0	-5.313205979041787	-14.969321322529634	-25.382483837074357	-34.67495703858906	-44.21783333865065	-54.6826209741863	-64.62624228446208	-73.33949555878279
7.549999992219146	0.0	0.0	-4.709530201312334	-14.267353398858333	-24.71956911220892	-33.90006864217408	-43.58540018490703	-54.00078278916717	-63.9023685344137	-72.66250790444032
7.649999992116088	0.0	0.0	-3.5263605246161616	-13.642496749373848	-23.989483522002736	-33.24038985572558	-42.82187990539481	-53.227202789858794	-63.25330612593511	-71.93956675846688
7.749999992013031	0.0	0.0	-3.4965075614664802	-12.966747624881991	-23.278729027586294	-32.59702654106757	-41.97601203902146	-52.525921973611304	-62.49294754695142	-71.0614040323052
7.849999991909973	0.0	0.0	0.0	-12.20025576020861	-22.529305122552024	-31.858405830249048	-41.32470538248106	-51.7461828339672	-61.660857575893885	-70.1860189369593
7.949999991806914	0.0	0.0	0.0	-11.426899057284485	-21.806620788816986	-31.05666252764472	-40.57742445904217	-51.035026983442684	-60.87210760378122	-69.1785797638818
8.049999991703856	0.0	0.0	0.0	-10.657659274933835	-21.026860015923482	-30.306913000310963	-39.84165302767409	-50.193729032700475	-60.205442990307475	-68.53002183544433
